time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1963-07-19T05:45:27.220Z,43.343,8.153,15,6.3,mw,,,,,iscgem,iscgem872748,2022-04-27T00:25:16.873Z,"58 km SSE of San Lorenzo al Mare, Italy",earthquake,,5.7,0.3,,reviewed,iscgem,iscgem
1963-05-19T10:00:03.960Z,46.145,14.698,10,5.31,mw,,,,,iscgemsup,iscgemsup872340,2022-05-09T19:23:19.482Z,"2 km S of Lukovica pri Domžalah, Slovenia",earthquake,,5.3,0.26,,reviewed,iscgemsup,iscgemsup
1962-08-21T18:44:56.150Z,41.158,15.065,20,5.36,mw,,,,,iscgemsup,iscgemsup875197,2022-05-09T19:24:48.185Z,"3 km W of Ariano Irpino-Martiri, Italy",earthquake,,5.9,0.2,,reviewed,iscgemsup,iscgemsup
1962-08-21T18:19:33.420Z,41.175,15.009,20,6.2,mw,,,,,iscgem,iscgem875196,2022-04-26T16:11:42.275Z,"3 km SW of Montecalvo Irpino, Italy",earthquake,,5.9,0.25,,reviewed,iscgem,iscgem
1962-08-21T18:09:06.350Z,41.248,15.07,20,5.66,mw,,,,,iscgem,iscgem875195,2022-04-26T16:11:41.165Z,"4 km SSE of Ginestra degli Schiavoni, Italy",earthquake,,5.9,0.2,,reviewed,iscgem,iscgem
1962-06-11T07:15:40.930Z,43.547,18.35,15,5.93,mw,,,,,iscgem,iscgem874878,2022-04-26T16:10:09.511Z,"Bosnia and Herzegovina region",earthquake,,4.8,0.2,,reviewed,iscgem,iscgem
1962-03-18T15:30:34.450Z,40.723,19.626,26.4,6.13,mw,,,,,iscgem,iscgem874388,2022-04-26T16:08:46.424Z,"4 km N of Patos, Albania",earthquake,,3.6,0.2,,reviewed,iscgem,iscgem
1962-01-11T05:05:03.710Z,43.369,17.006,15,6.23,mw,,,,,iscgem,iscgem874017,2022-09-29T01:07:40.796Z,"4 km ENE of Baška Voda, Croatia",earthquake,,3.7,0.2,,reviewed,iscgem,iscgem
1962-01-07T10:03:13.950Z,43.247,17.019,15,6.16,mw,,,,,iscgem,iscgem873992,2022-09-29T00:52:21.077Z,"4 km SW of Tu?epi, Croatia",earthquake,,10.9,0.37,,reviewed,iscgem,iscgem
1959-12-02T18:20:10.410Z,44.691,15.293,15,5.04,mw,,,,,iscgemsup,iscgemsup883396,2022-05-09T19:39:58.853Z,"8 km WNW of Peruši?, Croatia",earthquake,,6.2,0.2,,reviewed,iscgemsup,iscgemsup
1959-10-07T08:30:45.290Z,40.875,19.84,20,5.98,mw,,,,,iscgem,iscgem883058,2022-04-26T16:48:56.877Z,"5 km N of Banaj, Albania",earthquake,,6.3,0.45,,reviewed,iscgem,iscgem
1959-10-05T20:34:08.650Z,40.736,19.735,20,5.56,mw,,,,,iscgem,iscgem883052,2022-04-26T16:48:51.501Z,"2 km E of Roskovec, Albania",earthquake,,7.6,0.28,,reviewed,iscgem,iscgem
1959-09-03T04:02:08.050Z,40.792,19.51,20,5.14,mw,,,,,iscgemsup,iscgemsup882803,2022-05-09T19:38:25.110Z,"8 km NNW of Fier, Albania",earthquake,,7.3,0.28,,reviewed,iscgemsup,iscgemsup
1959-09-01T11:37:45.070Z,40.935,19.82,20,6.16,mw,,,,,iscgem,iscgem882795,2022-04-26T16:47:48.441Z,"9 km E of Lushnjë, Albania",earthquake,,6.3,0.28,,reviewed,iscgem,iscgem
1959-08-18T22:04:06.360Z,40.93,19.815,20,5.26,mw,,,,,iscgemsup,iscgemsup882680,2022-05-09T19:37:49.883Z,"9 km E of Lushnjë, Albania",earthquake,,6.3,0.35,,reviewed,iscgemsup,iscgemsup
1959-08-17T04:29:03.880Z,40.748,19.923,20,5.28,mw,,,,,iscgemsup,iscgemsup882661,2022-05-09T19:37:39.227Z,"4 km ESE of Ura Vajgurore, Albania",earthquake,,6.5,0.2,,reviewed,iscgemsup,iscgemsup
1959-08-17T01:33:18.680Z,41.02,19.809,20,5.89,mw,,,,,iscgem,iscgem882659,2022-04-26T16:46:53.474Z,"5 km ESE of Peqin, Albania",earthquake,,6.3,0.23,,reviewed,iscgem,iscgem
1959-06-17T12:32:06.990Z,42.687,19.969,15,5.05,mw,,,,,iscgemsup,iscgemsup882271,2022-05-09T19:33:13.979Z,"10 km N of Plav, Montenegro",earthquake,,4.5,0.21,,reviewed,iscgemsup,iscgemsup
1959-06-16T03:28:46.050Z,44.031,18.81,15,5.1,mw,,,,,iscgemsup,iscgemsup882262,2022-05-09T19:33:07.390Z,"10 km N of Sokolac, Bosnia and Herzegovina",earthquake,,9.2,0.2,,reviewed,iscgemsup,iscgemsup
1959-06-13T21:56:45.580Z,46.497,12.759,15,5.18,mw,,,,,iscgemsup,iscgemsup882236,2022-05-09T19:32:59.072Z,"4 km SW of Pieria-Prato Carnico, Italy",earthquake,,5.4,0.21,,reviewed,iscgemsup,iscgemsup
1959-04-26T14:45:18.860Z,46.397,12.997,15,5.19,mw,,,,,iscgemsup,iscgemsup881875,2022-05-09T19:31:55.687Z,"1 km NNE of Chiaulis, Italy",earthquake,,5.4,0.2,,reviewed,iscgemsup,iscgemsup
1959-04-05T10:47:56.980Z,44.646,6.844,15,5.55,mw,,,,,iscgem,iscgem881720,2022-04-26T16:42:24.800Z,"15 km W of Pontechianale, Italy",earthquake,,4.3,0.2,,reviewed,iscgem,iscgem
1958-09-30T08:45:28.950Z,47.437,10.699,15,5.26,mw,,,,,iscgemsup,iscgemsup885198,2022-05-09T19:47:59.721Z,"3 km S of Ehenbichl, Austria",earthquake,,3.4,0.23,,reviewed,iscgemsup,iscgemsup
1958-06-24T06:07:08.160Z,42.284,13.489,10,5.23,mw,,,,,iscgemsup,iscgemsup884615,2022-05-09T19:44:32.939Z,"0 km S of Fossa, Italy",earthquake,,4.6,0.2,,reviewed,iscgemsup,iscgemsup
1958-04-03T02:23:48.160Z,41.27,19.631,25,5.81,mw,,,,,iscgem,iscgem884105,2022-04-26T16:55:57.099Z,"9 km SSE of Shijak, Albania",earthquake,,6.4,0.3,,reviewed,iscgem,iscgem
1958-03-19T16:04:02.570Z,46.897,14.254,15,5.04,mw,,,,,iscgemsup,iscgemsup884024,2022-05-09T19:42:24.648Z,"3 km NW of Gurk, Austria",earthquake,,5.4,0.2,,reviewed,iscgemsup,iscgemsup
1957-05-21T11:44:10.340Z,38.726,14.17,15,5.33,mw,,,,,iscgemsup,iscgemsup886579,2022-05-09T19:51:32.742Z,"60 km WNW of Leni, Italy",earthquake,,12.9,0.24,,reviewed,iscgemsup,iscgemsup
1957-05-20T19:57:38.050Z,38.505,14.192,15,5.31,mw,,,,,iscgemsup,iscgemsup886576,2022-05-09T19:51:30.493Z,"53 km NNE of Cefalù, Italy",earthquake,,12.9,0.2,,reviewed,iscgemsup,iscgemsup
1957-02-20T04:41:04.420Z,36.232,8.836,15,5.51,mw,,,,,iscgem,iscgem885972,2022-04-26T17:07:57.093Z,"Tunisia",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1956-08-15T12:02:59.070Z,43.258,15.918,15,5.81,mw,,,,,iscgem,iscgem888590,2022-04-26T17:25:40.104Z,"27 km NNW of Komiža, Croatia",earthquake,,11.5,0.43,,reviewed,iscgem,iscgem
1956-06-28T17:42:34.290Z,44.024,18.777,15,5.28,mw,,,,,iscgemsup,iscgemsup888404,2022-05-09T19:56:39.001Z,"9 km NNW of Sokolac, Bosnia and Herzegovina",earthquake,,9.2,0.31,,reviewed,iscgemsup,iscgemsup
1956-05-26T18:40:00.410Z,44.002,11.668,15,5.15,mw,,,,,iscgemsup,iscgemsup888292,2022-05-09T19:56:19.831Z,"northern Italy",earthquake,,5.6,0.21,,reviewed,iscgemsup,iscgemsup
1956-01-12T05:46:13.180Z,47.443,19.282,15,5.79,mw,,,,,iscgem,iscgem887823,2022-04-26T17:21:32.619Z,"3 km W of Ecser, Hungary",earthquake,,25,0.3,,reviewed,iscgem,iscgem
1955-05-22T04:57:35.590Z,47.457,11.45,15,5.19,mw,,,,,iscgemsup,iscgemsup889550,2022-05-09T20:00:37.975Z,"Austria",earthquake,,5,0.45,,reviewed,iscgemsup,iscgemsup
1954-09-02T01:54:37.030Z,41.932,19.847,15,5.18,mw,,,,,iscgemsup,iscgemsup891019,2022-05-09T20:07:17.065Z,"13 km SSW of Pukë, Albania",earthquake,,6.4,0.29,,reviewed,iscgemsup,iscgemsup
1954-08-06T19:21:17.400Z,40.619,16.008,15,5.6,mw,,,,,iscgem,iscgem890936,2022-04-26T17:45:56.847Z,"4 km NW of Albano di Lucania, Italy",earthquake,,6.9,0.2,,reviewed,iscgem,iscgem
1954-07-29T04:42:29.590Z,46.359,7.367,15,5.38,mw,,,,,iscgemsup,iscgemsup890896,2022-05-09T20:06:25.340Z,"9 km NNW of Ayent, Switzerland",earthquake,,4.5,0.2,,reviewed,iscgemsup,iscgemsup
1954-05-19T09:34:59.160Z,46.359,7.258,15,5.51,mw,,,,,iscgem,iscgem890679,2022-04-26T17:43:19.624Z,"12 km S of Gstaad, Switzerland",earthquake,,4.5,0.37,,reviewed,iscgem,iscgem
1953-03-31T00:55:50.610Z,40.567,19.82,15,5.14,mw,,,,,iscgemsup,iscgemsup891592,2022-05-09T20:11:26.691Z,"8 km ESE of Ballsh, Albania",earthquake,,6.5,0.2,,reviewed,iscgemsup,iscgemsup
1953-03-21T19:35:21.640Z,45.16,18.405,15,5.23,mw,,,,,iscgemsup,iscgemsup891575,2022-05-09T20:11:00.574Z,"1 km ENE of Velika Kopanica, Croatia",earthquake,,5.2,0.32,,reviewed,iscgemsup,iscgemsup
1952-04-01T04:21:09.850Z,36.305,6.889,15,5.21,mw,,,,,iscgemsup,iscgemsup892702,2022-05-09T20:16:41.048Z,"9 km NNW of ’Aïn Abid, Algeria",earthquake,,10.5,0.2,,reviewed,iscgemsup,iscgemsup
1952-03-19T08:13:41.410Z,37.823,15.25,15,5.29,mw,,,,,iscgemsup,iscgemsup892649,2022-05-09T20:16:27.230Z,"0 km NW of Chianchitta-Pallio, Italy",earthquake,,6.3,0.25,,reviewed,iscgemsup,iscgemsup
1951-10-29T16:38:05.280Z,43.304,17.719,15,5.14,mw,,,,,iscgemsup,iscgemsup894860,2022-05-09T20:30:34.673Z,"6 km SW of Ili?i, Bosnia and Herzegovina",earthquake,,6.6,0.2,,reviewed,iscgemsup,iscgemsup
1951-09-01T06:56:08.530Z,43.116,13.287,15,5.39,mw,,,,,iscgemsup,iscgemsup894671,2022-05-09T20:28:57.050Z,"2 km SE of Camporotondo di Fiastrone, Italy",earthquake,,9.1,0.2,,reviewed,iscgemsup,iscgemsup
1951-08-08T20:56:35.540Z,42.468,13.278,15,5.28,mw,,,,,iscgemsup,iscgemsup894610,2022-05-09T20:28:21.146Z,"2 km N of Barete, Italy",earthquake,,4.6,0.21,,reviewed,iscgemsup,iscgemsup
1951-02-17T20:36:09.630Z,43.989,16.674,15,5.1,mw,,,,,iscgemsup,iscgemsup894117,2022-05-09T20:24:00.933Z,"15 km WSW of Glamo?, Bosnia and Herzegovina",earthquake,,8.1,0.59,,reviewed,iscgemsup,iscgemsup
1951-01-16T01:11:50.480Z,41.829,15.788,15,5.36,mw,,,,,iscgemsup,iscgemsup894030,2022-05-09T20:23:29.747Z,"1 km E of Cagnano Varano, Italy",earthquake,,4.9,0.2,,reviewed,iscgemsup,iscgemsup
1950-09-05T04:09:02.910Z,42.55,13.318,10,5.67,mw,,,,,iscgem,iscgem895801,2022-04-26T18:28:58.349Z,"3 km NNE of Capitignano, Italy",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem
1950-08-31T17:22:15.660Z,44.898,17.364,15,5.28,mw,,,,,iscgemsup,iscgemsup895777,2022-05-09T20:39:21.220Z,"5 km ESE of Laktaši, Bosnia and Herzegovina",earthquake,,7.2,0.2,,reviewed,iscgemsup,iscgemsup
1949-10-08T03:08:51.440Z,36.277,15.662,15,5.31,mw,,,,,iscgemsup,iscgemsup896922,2022-05-09T20:53:00.811Z,"65 km SE of Portopalo di Capo Passero, Italy",earthquake,,13.6,0.43,,reviewed,iscgemsup,iscgemsup
1949-02-03T22:29:21.870Z,46.464,13.023,10,5.39,mw,,,,,iscgemsup,iscgemsup896309,2022-05-09T20:42:49.455Z,"0 km NNW of Zuglio, Italy",earthquake,,5.4,0.2,,reviewed,iscgemsup,iscgemsup
1949-01-20T06:48:57.220Z,44.906,14.984,10,5.23,mw,,,,,iscgemsup,iscgemsup896279,2022-05-09T20:42:22.888Z,"11 km SSE of Senj, Croatia",earthquake,,6,0.2,,reviewed,iscgemsup,iscgemsup
1948-11-13T09:52:08.910Z,40.64,8.96,10,5.01,mw,,,,,iscgemsup,iscgemsup897634,2022-05-09T15:39:28.754Z,"4 km NW of San Nicola, Italy",earthquake,,25,0.2,,reviewed,iscgemsup,iscgemsup
1948-08-27T11:24:24.920Z,41.763,19.332,15,5.17,mw,,,,,iscgemsup,iscgemsup897519,2022-05-09T15:35:58.402Z,"20 km SSE of Ulcinj, Montenegro",earthquake,,6.5,0.54,,reviewed,iscgemsup,iscgemsup
1948-08-27T10:44:12.830Z,41.952,19.28,15,5.69,mw,,,,,iscgem,iscgem897518,2022-04-26T18:44:33.581Z,"5 km ENE of Ulcinj, Montenegro",earthquake,,6.5,0.22,,reviewed,iscgem,iscgem
1948-08-22T23:16:28.740Z,41.636,15.735,15,5.34,mw,,,,,iscgemsup,iscgemsup897512,2022-05-09T15:35:29.055Z,"7 km S of San Giovanni Rotondo, Italy",earthquake,,4,0.22,,reviewed,iscgemsup,iscgemsup
1948-08-21T08:44:55.760Z,41.529,15.841,15,5.33,mw,,,,,iscgemsup,iscgemsup897510,2022-05-09T15:35:18.776Z,"12 km NW of Zapponeta, Italy",earthquake,,8.1,0.38,,reviewed,iscgemsup,iscgemsup
1948-08-18T21:12:31.750Z,41.413,15.705,15,5.47,mw,,,,,iscgem,iscgem897503,2022-04-26T18:44:27.817Z,"5 km N of Carapelle, Italy",earthquake,,4,0.38,,reviewed,iscgem,iscgem
1948-06-13T06:33:34.910Z,43.492,12.17,10,5.16,mw,,,,,iscgemsup,iscgemsup897380,2022-05-09T15:32:30.292Z,"2 km SE of Pistrino, Italy",earthquake,,4.6,0.2,,reviewed,iscgemsup,iscgemsup
1948-05-07T14:57:25.620Z,39.894,19.049,10,5.08,mw,,,,,iscgemsup,iscgemsup897314,2022-05-09T15:29:52.402Z,"53 km ESE of Santa Cesarea Terme, Italy",earthquake,,8.1,0.24,,reviewed,iscgemsup,iscgemsup
1947-12-09T23:18:53.710Z,41.144,19.433,15,5.64,mw,,,,,iscgem,iscgem898174,2022-04-26T18:52:43.439Z,"11 km WSW of Kavajë, Albania",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1947-08-07T12:29:30.160Z,36.566,6.685,15,5.49,mw,,,,,iscgem,iscgem897984,2022-04-26T18:50:19.637Z,"13 km NNE of Didouche Mourad, Algeria",earthquake,,7.9,0.28,,reviewed,iscgem,iscgem
1947-08-06T09:46:36.610Z,36.421,6.875,15,5.61,mw,,,,,iscgem,iscgem897981,2022-04-26T18:50:16.919Z,"21 km E of Didouche Mourad, Algeria",earthquake,,10.5,0.2,,reviewed,iscgem,iscgem
1947-05-11T06:32:20.400Z,38.544,17.062,15,5.83,mw,,,,,iscgem,iscgem897852,2022-04-26T18:48:26.529Z,"40 km S of Capo Rizzuto, Italy",earthquake,,33.1,0.2,,reviewed,iscgem,iscgem
1946-08-20T17:26:38.370Z,40.836,19.835,15,5.63,mw,,,,,iscgem,iscgem898555,2022-04-26T18:57:16.927Z,"1 km NNW of Banaj, Albania",earthquake,,6.3,0.4,,reviewed,iscgem,iscgem
1946-05-30T03:41:18.280Z,46.493,7.555,15,5.86,mw,,,,,iscgem,iscgem898412,2022-04-26T18:56:00.542Z,"0 km WNW of Adelboden, Switzerland",earthquake,,4.5,0.27,,reviewed,iscgem,iscgem
1946-01-25T17:31:49.630Z,46.499,7.644,10,6.15,mw,,,,,iscgem,iscgem898227,2022-04-26T18:53:13.776Z,"2 km WNW of Kandersteg, Switzerland",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1945-08-04T14:48:26.620Z,37.154,16.648,15,5.6,mw,,,,,iscgem,iscgem899026,2022-04-26T19:02:12.486Z,"101 km SSE of Weather Station, Italy",earthquake,,11.6,0.2,,reviewed,iscgem,iscgem
1943-10-03T08:28:31.800Z,43.108,13.553,15,5.53,mw,,,,,iscgem,iscgem900026,2022-04-26T19:13:34.016Z,"1 km SW of Piane di Montegiorgio, Italy",earthquake,,9.1,0.35,,reviewed,iscgem,iscgem
1943-07-24T01:43:58.090Z,45.982,11.946,15,5.1,mw,,,,,iscgemsup,iscgemsup899941,2022-05-09T16:34:09.420Z,"4 km N of Vas, Italy",earthquake,,3.9,0.31,,reviewed,iscgemsup,iscgemsup
1943-01-20T12:38:22.590Z,43.506,16.923,15,5.42,mw,,,,,iscgemsup,iscgemsup899699,2024-01-17T20:32:14.847Z,"2 km W of Cista Provo, Croatia",earthquake,,6.7,0.22,,reviewed,iscgemsup,iscgemsup
1942-12-29T03:42:22.040Z,43.481,17.225,15,6.17,mw,,,,,iscgem,iscgem900603,2022-04-26T19:23:27.919Z,"2 km SE of Grabovci, Croatia",earthquake,,6.7,0.6,,reviewed,iscgem,iscgem
1941-08-20T10:36:40.440Z,42.344,15.956,15,5.43,mw,,,,,iscgemsup,iscgemsup900957,2022-05-09T16:46:18.118Z,"44 km N of Peschici, Italy",earthquake,,6.9,0.6,,reviewed,iscgemsup,iscgemsup
1941-07-07T22:43:41.000Z,43.695,15.808,15,5.32,mw,,,,,iscgemsup,iscgemsup900886,2022-05-09T16:45:29.806Z,"7 km SSE of Vodice, Croatia",earthquake,,11.5,0.22,,reviewed,iscgemsup,iscgemsup
1941-03-16T18:48:20.250Z,38.377,12.512,15,5.36,mw,,,,,iscgemsup,iscgemsup900714,2022-05-09T16:43:34.290Z,"29 km NW of San Vito Lo Capo, Italy",earthquake,,5,0.2,,reviewed,iscgemsup,iscgemsup
1941-03-16T16:35:13.650Z,38.416,12.385,15,5.93,mw,,,,,iscgem,iscgem900713,2022-04-26T19:25:05.420Z,"40 km NW of San Vito Lo Capo, Italy",earthquake,,5,0.2,,reviewed,iscgem,iscgem
1940-10-16T13:17:39.010Z,42.831,11.934,15,5.23,mw,,,,,iscgemsup,iscgemsup901654,2022-05-09T16:51:26.986Z,"3 km WNW of Allerona, Italy",earthquake,,8.7,0.2,,reviewed,iscgemsup,iscgemsup
1940-02-23T00:39:57.470Z,40.272,19.855,15,5.58,mw,,,,,iscgem,iscgem901210,2022-04-26T19:33:56.810Z,"13 km SW of Memaliaj, Albania",earthquake,,6.5,0.2,,reviewed,iscgem,iscgem
1939-10-15T14:05:30.250Z,44.364,10.126,15,5.41,mw,,,,,iscgemsup,iscgemsup902191,2022-05-09T16:56:01.778Z,"5 km S of Monchio delle Corti, Italy",earthquake,,7.3,0.2,,reviewed,iscgemsup,iscgemsup
1939-09-18T00:14:34.810Z,47.715,16.033,15,5.49,mw,,,,,iscgem,iscgem902153,2022-04-25T20:49:36.162Z,"0 km WSW of Ternitz, Austria",earthquake,,7,0.2,,reviewed,iscgem,iscgem
1939-08-09T03:30:29.160Z,40.127,19.139,15,5.31,mw,,,,,iscgemsup,iscgemsup902108,2022-05-09T16:55:15.352Z,"35 km SW of Orikum, Albania",earthquake,,8.1,0.2,,reviewed,iscgemsup,iscgemsup
1939-05-20T09:35:25.010Z,40.896,19.615,15,5.55,mw,,,,,iscgem,iscgem901983,2022-04-25T20:25:31.687Z,"9 km SW of Lushnjë, Albania",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1939-02-11T11:16:57.270Z,43.968,11.21,10,5.24,mw,,,,,iscgemsup,iscgemsup901824,2022-05-09T16:52:55.788Z,"2 km SW of Cavallina, Italy",earthquake,,5.7,0.22,,reviewed,iscgemsup,iscgemsup
1939-01-27T20:10:18.440Z,38.48,15.169,15,5.33,mw,,,,,iscgemsup,iscgemsup901793,2022-05-09T16:52:28.628Z,"18 km E of Canneto, Italy",earthquake,,9.8,0.2,,reviewed,iscgemsup,iscgemsup
1938-11-08T03:11:38.170Z,47.636,16.231,15,5.44,mw,,,,,iscgem,iscgem902764,2022-04-25T21:00:55.575Z,"3 km SSE of Bromberg, Austria",earthquake,,7,0.24,,reviewed,iscgem,iscgem
1938-07-18T00:57:47.400Z,44.73,6.641,10,5.28,mw,,,,,iscgemsup,iscgemsup902591,2022-05-09T16:59:03.411Z,"7 km N of Guillestre, France",earthquake,,5.3,0.2,,reviewed,iscgemsup,iscgemsup
1938-07-02T01:45:10.960Z,42.324,17.009,10,5.24,mw,,,,,iscgemsup,iscgemsup902561,2022-05-09T16:58:41.395Z,"50 km S of Lastovo, Croatia",earthquake,,7.8,0.2,,reviewed,iscgemsup,iscgemsup
1938-05-27T21:23:48.660Z,41.511,17.281,10,5.61,mw,,,,,iscgem,iscgem902502,2022-04-25T20:54:46.990Z,"52 km NNE of Mola di Bari, Italy",earthquake,,3.9,0.2,,reviewed,iscgem,iscgem
1938-03-27T11:16:26.840Z,46.277,16.951,10,5.9,mw,,,,,iscgem,iscgem902415,2022-04-25T20:53:36.499Z,"7 km ESE of Legrad, Croatia",earthquake,,6.7,0.2,,reviewed,iscgem,iscgem
1937-12-10T18:03:49.520Z,44.496,10.708,15,5.44,mw,,,,,iscgem,iscgem903379,2022-04-25T21:18:52.426Z,"2 km NE of Roteglia, Italy",earthquake,,7.2,0.22,,reviewed,iscgem,iscgem
1937-08-02T10:23:42.710Z,38.066,14.883,15,5.27,mw,,,,,iscgemsup,iscgemsup903187,2022-05-09T17:04:30.115Z,"2 km N of Ucria, Italy",earthquake,,6.3,0.2,,reviewed,iscgemsup,iscgemsup
1937-07-20T07:01:30.200Z,43.298,16.769,15,5.39,mw,,,,,iscgemsup,iscgemsup903171,2022-05-09T17:04:14.920Z,"6 km SSE of Pu?iš?a, Croatia",earthquake,,6.7,0.2,,reviewed,iscgemsup,iscgemsup
1937-02-10T08:14:45.270Z,36.442,7.601,15,5.61,mw,,,,,iscgem,iscgem902940,2022-04-25T21:05:58.601Z,"8 km ESE of Boumahra Ahmed, Algeria",earthquake,,25,0.2,,reviewed,iscgem,iscgem
1936-10-18T03:10:07.220Z,46.08,12.487,10,5.79,mw,,,,,iscgem,iscgem903883,2022-04-25T21:28:16.536Z,"4 km NNW of Polcenigo, Italy",earthquake,,3.5,0.2,,reviewed,iscgem,iscgem
1936-10-03T15:48:34.880Z,47.147,14.849,10,5.45,mw,,,,,iscgem,iscgem903860,2022-04-25T21:27:38.520Z,"0 km S of Kleinlobming, Austria",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem
1935-10-21T11:07:12.750Z,45.361,17.235,15,5.28,mw,,,,,iscgemsup,iscgemsup904606,2022-05-09T17:17:05.621Z,"8 km SE of Lipik, Croatia",earthquake,,23.1,0.32,,reviewed,iscgemsup,iscgemsup
1935-06-05T11:48:00.640Z,44.236,11.97,15,5.13,mw,,,,,iscgemsup,iscgemsup904329,2022-05-09T17:14:28.744Z,"5 km N of Castrocaro Terme e Terra del Sole, Italy",earthquake,,7.2,0.2,,reviewed,iscgemsup,iscgemsup
1935-03-31T03:21:30.880Z,41.278,19.925,10,5.85,mw,,,,,iscgem,iscgem904175,2022-04-25T21:32:16.623Z,"7 km NNW of Krrabë, Albania",earthquake,,7.2,0.2,,reviewed,iscgem,iscgem
1935-03-19T07:27:17.930Z,44.665,6.719,15,5.41,mw,,,,,iscgemsup,iscgemsup904164,2022-05-09T17:13:04.129Z,"5 km E of Guillestre, France",earthquake,,5.3,0.2,,reviewed,iscgemsup,iscgemsup
1934-11-30T02:58:16.630Z,43.991,13.756,15,5.58,mw,,,,,iscgem,iscgem905295,2022-04-25T21:50:02.563Z,"46 km NNE of Pietra la Croce, Italy",earthquake,,8.4,0.46,,reviewed,iscgem,iscgem
1934-06-13T09:06:23.080Z,44.372,10.126,15,5.36,mw,,,,,iscgemsup,iscgemsup904985,2022-05-09T17:19:03.783Z,"4 km S of Monchio delle Corti, Italy",earthquake,,7.3,0.28,,reviewed,iscgemsup,iscgemsup
1934-02-04T09:35:24.380Z,41.101,19.576,15,5.77,mw,,,,,iscgem,iscgem904776,2022-04-25T21:08:49.704Z,"7 km WNW of Rrogozhinë, Albania",earthquake,,7.3,0.2,,reviewed,iscgem,iscgem
1933-11-23T01:12:42.320Z,41.83,13.715,15,5.19,mw,,,,,iscgemsup,iscgemsup905928,2022-05-09T17:25:31.550Z,"6 km WNW of Pescasseroli, Italy",earthquake,,6.3,0.2,,reviewed,iscgemsup,iscgemsup
1933-11-08T00:50:37.370Z,47.598,10.69,15,5.02,mw,,,,,iscgemsup,iscgemsup905907,2022-05-09T17:25:10.301Z,"3 km NNW of Füssen, Germany",earthquake,,3.4,0.35,,reviewed,iscgemsup,iscgemsup
1933-09-26T03:33:25.790Z,41.98,14.084,15,5.61,mw,,,,,iscgem,iscgem905836,2022-04-25T21:59:17.640Z,"4 km W of Palena, Italy",earthquake,,6.1,0.2,,reviewed,iscgem,iscgem
1933-03-22T18:14:26.620Z,37.304,19.713,15,5.45,mw,,,,,iscgem,iscgem905484,2022-04-25T21:53:03.923Z,"108 km WSW of Lithakiá, Greece",earthquake,,15.6,0.2,,reviewed,iscgem,iscgem
1933-03-07T14:40:09.530Z,40.883,15.013,15,5.27,mw,,,,,iscgemsup,iscgemsup905451,2022-05-09T17:21:52.462Z,"1 km NW of Cassano Irpino, Italy",earthquake,,5.9,0.25,,reviewed,iscgemsup,iscgemsup
1932-12-11T21:46:00.460Z,42.034,18.978,15,5.23,mw,,,,,iscgemsup,iscgemsup906499,2022-05-09T17:29:21.140Z,"11 km WSW of Bar, Montenegro",earthquake,,5.8,0.34,,reviewed,iscgemsup,iscgemsup
1932-08-03T11:42:36.880Z,40.403,19.418,15,5.06,mw,,,,,iscgemsup,iscgemsup906318,2022-05-09T17:28:23.954Z,"9 km SW of Vlorë, Albania",earthquake,,7.6,0.2,,reviewed,iscgemsup,iscgemsup
1932-05-22T17:01:46.630Z,37.518,15.686,15,5.39,mw,,,,,iscgemsup,iscgemsup906157,2022-05-09T17:27:46.482Z,"45 km S of Melito di Porto Salvo, Italy",earthquake,,10.2,0.2,,reviewed,iscgemsup,iscgemsup
1932-01-02T23:36:46.500Z,38.438,17.454,15,5.7,mw,,,,,iscgem,iscgem905970,2022-04-25T22:01:52.942Z,"60 km SSE of Capo Rizzuto, Italy",earthquake,,15.3,0.32,,reviewed,iscgem,iscgem
1931-12-25T11:41:12.290Z,46.343,13.156,15,5.28,mw,,,,,iscgemsup,iscgemsup907180,2022-05-09T17:33:13.619Z,"1 km NE of Venzone, Italy",earthquake,,5.4,0.2,,reviewed,iscgemsup,iscgemsup
1931-09-05T01:25:49.310Z,43.275,11.371,15,5.2,mw,,,,,iscgemsup,iscgemsup906988,2022-05-09T17:31:23.647Z,"1 km NNW of Isola D'Arbia, Italy",earthquake,,5.1,0.2,,reviewed,iscgemsup,iscgemsup
1931-04-21T14:19:24.500Z,42.765,12.215,15,5.17,mw,,,,,iscgemsup,iscgemsup906730,2022-05-09T17:29:51.688Z,"7 km ENE of Ciconia, Italy",earthquake,,8.7,0.25,,reviewed,iscgemsup,iscgemsup
1931-04-11T01:25:38.220Z,42.943,12.071,15,5.27,mw,,,,,iscgemsup,iscgemsup906715,2022-05-09T17:29:47.352Z,"2 km NNE of Monteleone d'Orvieto, Italy",earthquake,,8.7,0.3,,reviewed,iscgemsup,iscgemsup
